Kode,Level,Uraian,UraianPath,SearchText,parent_kode,grandparent_kode
800.1.10,tersier,pengawasan dan pengendalian,800: kepegawaian > 800.1: sumber daya manusia > 800.1.10: pengawasan dan pengendalian,kepegawaian sumber daya manusia pengawasan dan pengendalian,800.1,800
800.1.10.1,kuartier,formasi pengadaan dan pasca diklat,800: kepegawaian > 800.1: sumber daya manusia > 800.1.10: pengawasan dan pengendalian > 800.1.10.1: formasi pengadaan dan pasca diklat,kepegawaian sumber daya manusia pengawasan dan pengendalian formasi pengadaan dan pasca diklat,800.1.10,800.1
800.1.10.2,kuartier,kepangkatan pengangkatan dan pemberhentian dalam jabatan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.10: pengawasan dan pengendalian > 800.1.10.2: kepangkatan pengangkatan dan pemberhentian dalam jabatan,kepegawaian sumber daya manusia pengawasan dan pengendalian kepangkatan pengangkatan dan pemberhentian dalam jabatan,800.1.10,800.1
800.1.10.3,kuartier,gaji dan tunjangan kesejahteraan dan kinerja,800: kepegawaian > 800.1: sumber daya manusia > 800.1.10: pengawasan dan pengendalian > 800.1.10.3: gaji dan tunjangan kesejahteraan dan kinerja,kepegawaian sumber daya manusia pengawasan dan pengendalian gaji dan tunjangan kesejahteraan dan kinerja,800.1.10,800.1
800.1.10.4,kuartier,kode etik disiplin pemberhentian dan pensiun asn,800: kepegawaian > 800.1: sumber daya manusia > 800.1.10: pengawasan dan pengendalian > 800.1.10.4: kode etik disiplin pemberhentian dan pensiun asn,kepegawaian sumber daya manusia pengawasan dan pengendalian kode etik disiplin pemberhentian dan pensiun asn,800.1.10,800.1
800.1.10.5,kuartier,laporan hasil pengawasan dan pengendalian,800: kepegawaian > 800.1: sumber daya manusia > 800.1.10: pengawasan dan pengendalian > 800.1.10.5: laporan hasil pengawasan dan pengendalian,kepegawaian sumber daya manusia pengawasan dan pengendalian laporan hasil pengawasan dan pengendalian,800.1.10,800.1
800.1.10.6,kuartier,sanggahan terhadap permasalahan tenaga honorer,800: kepegawaian > 800.1: sumber daya manusia > 800.1.10: pengawasan dan pengendalian > 800.1.10.6: sanggahan terhadap permasalahan tenaga honorer,kepegawaian sumber daya manusia pengawasan dan pengendalian sanggahan terhadap permasalahan tenaga honorer,800.1.10,800.1
800.1.11,tersier,administrasi pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai,kepegawaian sumber daya manusia administrasi pegawai,800.1,800
800.1.11.1,kuartier,surat perintah dinas surat tugas,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.1: surat perintah dinas surat tugas,kepegawaian sumber daya manusia administrasi pegawai surat perintah dinas surat tugas,800.1.11,800.1
800.1.11.2,kuartier,cuti sakit,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.2: cuti sakit,kepegawaian sumber daya manusia administrasi pegawai cuti sakit,800.1.11,800.1
800.1.11.3,kuartier,cuti bersalin,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.3: cuti bersalin,kepegawaian sumber daya manusia administrasi pegawai cuti bersalin,800.1.11,800.1
800.1.11.4,kuartier,cuti tahunan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.4: cuti tahunan,kepegawaian sumber daya manusia administrasi pegawai cuti tahunan,800.1.11,800.1
800.1.11.5,kuartier,cuti alasan penting,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.5: cuti alasan penting,kepegawaian sumber daya manusia administrasi pegawai cuti alasan penting,800.1.11,800.1
800.1.11.6,kuartier,cuti besar,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.6: cuti besar,kepegawaian sumber daya manusia administrasi pegawai cuti besar,800.1.11,800.1
800.1.11.7,kuartier,cuti di luar tanggunan negara,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.7: cuti di luar tanggunan negara,kepegawaian sumber daya manusia administrasi pegawai cuti di luar tanggunan negara,800.1.11,800.1
800.1.11.8,kuartier,karpeg kpe karis karsu,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.8: karpeg kpe karis karsu,kepegawaian sumber daya manusia administrasi pegawai karpeg kpe karis karsu,800.1.11,800.1
800.1.11.9,kuartier,keanggotaan organisasi profesi kedinasan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.9: keanggotaan organisasi profesi kedinasan,kepegawaian sumber daya manusia administrasi pegawai keanggotaan organisasi profesi kedinasan,800.1.11,800.1
800.1.11.10,kuartier,laporan pajak penghasilan pribadi lp2p,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.10: laporan pajak penghasilan pribadi lp2p,kepegawaian sumber daya manusia administrasi pegawai laporan pajak penghasilan pribadi lp2p,800.1.11,800.1
800.1.11.11,kuartier,keterangan penerimaan pembayaran penghasilan pegawai kp4,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.11: keterangan penerimaan pembayaran penghasilan pegawai kp4,kepegawaian sumber daya manusia administrasi pegawai keterangan penerimaan pembayaran penghasilan pegawai kp4,800.1.11,800.1
800.1.11.12,kuartier,daftar urut kepangkatan duk,800: kepegawaian > 800.1: sumber daya manusia > 800.1.11: administrasi pegawai > 800.1.11.12: daftar urut kepangkatan duk,kepegawaian sumber daya manusia administrasi pegawai daftar urut kepangkatan duk,800.1.11,800.1
800.1.12,tersier,kesejahteraan pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai,kepegawaian sumber daya manusia kesejahteraan pegawai,800.1,800
800.1.12.1,kuartier,pemeliharaan kesehatan pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.1: pemeliharaan kesehatan pegawai,kepegawaian sumber daya manusia kesejahteraan pegawai pemeliharaan kesehatan pegawai,800.1.12,800.1
800.1.12.2,kuartier,asuransi pegawai bpjs,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.2: asuransi pegawai bpjs,kepegawaian sumber daya manusia kesejahteraan pegawai asuransi pegawai bpjs,800.1.12,800.1
800.1.12.3,kuartier,tabungan perumahan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.3: tabungan perumahan,kepegawaian sumber daya manusia kesejahteraan pegawai tabungan perumahan,800.1.12,800.1
800.1.12.4,kuartier,bantuan sosial,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.4: bantuan sosial,kepegawaian sumber daya manusia kesejahteraan pegawai bantuan sosial,800.1.12,800.1
800.1.12.5,kuartier,pakaian dinas,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.5: pakaian dinas,kepegawaian sumber daya manusia kesejahteraan pegawai pakaian dinas,800.1.12,800.1
800.1.12.6,kuartier,layanan pegawai yang meninggal karena dinas,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.6: layanan pegawai yang meninggal karena dinas,kepegawaian sumber daya manusia kesejahteraan pegawai layanan pegawai yang meninggal karena dinas,800.1.12,800.1
800.1.12.7,kuartier,pemberian tali kasih,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.7: pemberian tali kasih,kepegawaian sumber daya manusia kesejahteraan pegawai pemberian tali kasih,800.1.12,800.1
800.1.12.8,kuartier,pemberian piagam penghargaan dan tanda jasa,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.8: pemberian piagam penghargaan dan tanda jasa,kepegawaian sumber daya manusia kesejahteraan pegawai pemberian piagam penghargaan dan tanda jasa,800.1.12,800.1
800.1.12.9,kuartier,olahraga dan rekreasi,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.9: olahraga dan rekreasi,kepegawaian sumber daya manusia kesejahteraan pegawai olahraga dan rekreasi,800.1.12,800.1
800.1.12.10,kuartier,rekam medis,800: kepegawaian > 800.1: sumber daya manusia > 800.1.12: kesejahteraan pegawai > 800.1.12.10: rekam medis,kepegawaian sumber daya manusia kesejahteraan pegawai rekam medis,800.1.12,800.1
800.1.13,tersier,administrasi perseorangan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.13: administrasi perseorangan,kepegawaian sumber daya manusia administrasi perseorangan,800.1,800
800.1.13.1,kuartier,pegawai negeri sipil pns,800: kepegawaian > 800.1: sumber daya manusia > 800.1.13: administrasi perseorangan > 800.1.13.1: pegawai negeri sipil pns,kepegawaian sumber daya manusia administrasi perseorangan pegawai negeri sipil pns,800.1.13,800.1
800.1.13.2,kuartier,pegawai pemerintah dengan perjanjian kerja pppk,800: kepegawaian > 800.1: sumber daya manusia > 800.1.13: administrasi perseorangan > 800.1.13.2: pegawai pemerintah dengan perjanjian kerja pppk,kepegawaian sumber daya manusia administrasi perseorangan pegawai pemerintah dengan perjanjian kerja pppk,800.1.13,800.1
800.1.13.3,kuartier,pejabat negara dan pejabat lainnya yang disetarakan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.13: administrasi perseorangan > 800.1.13.3: pejabat negara dan pejabat lainnya yang disetarakan,kepegawaian sumber daya manusia administrasi perseorangan pejabat negara dan pejabat lainnya yang disetarakan,800.1.13,800.1
800.1.13.4,kuartier,sekretaris daerah,800: kepegawaian > 800.1: sumber daya manusia > 800.1.13: administrasi perseorangan > 800.1.13.4: sekretaris daerah,kepegawaian sumber daya manusia administrasi perseorangan sekretaris daerah,800.1.13,800.1
800.1.13.5,kuartier,asn berjasa terlibat dalam peristiwa berskala nacional,800: kepegawaian > 800.1: sumber daya manusia > 800.1.13: administrasi perseorangan > 800.1.13.5: asn berjasa terlibat dalam peristiwa berskala nacional,kepegawaian sumber daya manusia administrasi perseorangan asn berjasa terlibat dalam peristiwa berskala nacional,800.1.13,800.1
800.1.14,tersier,penilaian kompetensi,800: kepegawaian > 800.1: sumber daya manusia > 800.1.14: penilaian kompetensi,kepegawaian sumber daya manusia penilaian kompetensi,800.1,800
800.1.14.1,kuartier,penilaian kompetensi,800: kepegawaian > 800.1: sumber daya manusia > 800.1.14: penilaian kompetensi > 800.1.14.1: penilaian kompetensi,kepegawaian sumber daya manusia penilaian kompetensi penilaian kompetensi,800.1.14,800.1
800.1.14.2,kuartier,hasil penilaian kompetensi,800: kepegawaian > 800.1: sumber daya manusia > 800.1.14: penilaian kompetensi > 800.1.14.2: hasil penilaian kompetensi,kepegawaian sumber daya manusia penilaian kompetensi hasil penilaian kompetensi,800.1.14,800.1
800.2,sekunder,pendidikan dan pelatihan,800: kepegawaian > 800.2: pendidikan dan pelatihan,kepegawaian pendidikan dan pelatihan,800,
800.2.1,tersier,kebijakan di bidang pendidikan dan pelatihan yang dilakukan oleh pemerintah daerah,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.1: kebijakan di bidang pendidikan dan pelatihan yang dilakukan oleh pemerintah daerah,kepegawaian pendidikan dan pelatihan kebijakan di bidang pendidikan dan pelatihan yang dilakukan oleh pemerintah daerah,800.2,800
800.2.2,tersier,pendidikan dan pelatihan,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan,800.2,800
800.2.2.1,kuartier,sistem informasi program dan pembinaan diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.1: sistem informasi program dan pembinaan diklat,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan sistem informasi program dan pembinaan diklat,800.2.2,800.2
800.2.2.2,kuartier,pedoman pedoman kediklatan,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.2: pedoman pedoman kediklatan,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan pedoman pedoman kediklatan,800.2.2,800.2
800.2.2.3,kuartier,kurikulum kurikulum diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.3: kurikulum kurikulum diklat,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan kurikulum kurikulum diklat,800.2.2,800.2
800.2.2.4,kuartier,modul modul diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.4: modul modul diklat,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan modul modul diklat,800.2.2,800.2
800.2.2.5,kuartier,panduan fasilitator,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.5: panduan fasilitator,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan panduan fasilitator,800.2.2,800.2
800.2.2.6,kuartier,saran rekomendasi penyelenggaraan diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.6: saran rekomendasi penyelenggaraan diklat,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan saran rekomendasi penyelenggaraan diklat,800.2.2,800.2
800.2.2.7,kuartier,notulen sosialisasi rapat koordinasi kebijakan diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.7: notulen sosialisasi rapat koordinasi kebijakan diklat,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan notulen sosialisasi rapat koordinasi kebijakan diklat,800.2.2,800.2
800.2.2.8,kuartier,monitoring dan evaluasi program dan pembinaan diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.8: monitoring dan evaluasi program dan pembinaan diklat,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan monitoring dan evaluasi program dan pembinaan diklat,800.2.2,800.2
800.2.2.9,kuartier,konsultasi advokasi asistensi diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.2: pendidikan dan pelatihan > 800.2.2.9: konsultasi advokasi asistensi diklat,kepegawaian pendidikan dan pelatihan pendidikan dan pelatihan konsultasi advokasi asistensi diklat,800.2.2,800.2
800.2.3,tersier,widyaiswara,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.3: widyaiswara,kepegawaian pendidikan dan pelatihan widyaiswara,800.2,800
800.2.3.1,kuartier,seleksi dan pengembangan widyaiswara,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.3: widyaiswara > 800.2.3.1: seleksi dan pengembangan widyaiswara,kepegawaian pendidikan dan pelatihan widyaiswara seleksi dan pengembangan widyaiswara,800.2.3,800.2
800.2.3.2,kuartier,sertifikasi widyaiswara,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.3: widyaiswara > 800.2.3.2: sertifikasi widyaiswara,kepegawaian pendidikan dan pelatihan widyaiswara sertifikasi widyaiswara,800.2.3,800.2
800.2.3.3,kuartier,monitoring dan evaluasi widyaiswara,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.3: widyaiswara > 800.2.3.3: monitoring dan evaluasi widyaiswara,kepegawaian pendidikan dan pelatihan widyaiswara monitoring dan evaluasi widyaiswara,800.2.3,800.2
800.2.3.4,kuartier,penilaian widyaiswara,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.3: widyaiswara > 800.2.3.4: penilaian widyaiswara,kepegawaian pendidikan dan pelatihan widyaiswara penilaian widyaiswara,800.2.3,800.2
800.2.3.5,kuartier,konsultasi advokasi dan asistensi widyaiswara,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.3: widyaiswara > 800.2.3.5: konsultasi advokasi dan asistensi widyaiswara,kepegawaian pendidikan dan pelatihan widyaiswara konsultasi advokasi dan asistensi widyaiswara,800.2.3,800.2
800.2.3.6,kuartier,sistem informasi pembinaan widyaiswara,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.3: widyaiswara > 800.2.3.6: sistem informasi pembinaan widyaiswara,kepegawaian pendidikan dan pelatihan widyaiswara sistem informasi pembinaan widyaiswara,800.2.3,800.2
800.2.4,tersier,penyelenggaraan diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.4: penyelenggaraan diklat,kepegawaian pendidikan dan pelatihan penyelenggaraan diklat,800.2,800
800.2.4.1,kuartier,perencanaan peserta pengajar penjadwalan penyelenggaraan diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.4: penyelenggaraan diklat > 800.2.4.1: perencanaan peserta pengajar penjadwalan penyelenggaraan diklat,kepegawaian pendidikan dan pelatihan penyelenggaraan diklat perencanaan peserta pengajar penjadwalan penyelenggaraan diklat,800.2.4,800.2
800.2.4.2,kuartier,penyelenggaraan penyelenggaraan diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.4: penyelenggaraan diklat > 800.2.4.2: penyelenggaraan penyelenggaraan diklat,kepegawaian pendidikan dan pelatihan penyelenggaraan diklat penyelenggaraan penyelenggaraan diklat,800.2.4,800.2
800.2.4.3,kuartier,konsultasi advokasi asistensi penyelenggaraan diklat,800: kepegawaian > 800.2: pendidikan dan pelatihan > 800.2.4: penyelenggaraan diklat > 800.2.4.3: konsultasi advokasi asistensi penyelenggaraan diklat,kepegawaian pendidikan dan pelatihan penyelenggaraan diklat konsultasi advokasi asistensi penyelenggaraan diklat,800.2.4,800.2
